url,returned_url,code,status,note
https://www.musiciansfriend.com/,https://www.musiciansfriend.com/,200,Unblocked,"Some websites still use this status code when blocking, you may want check manually."
https://www.sltrib.com/,https://www.sltrib.com/,200,Unblocked,"Some websites still use this status code when blocking, you may want check manually."
https://www.winnipegfreepress.com/,https://www.winnipegfreepress.com/,200,Unblocked,"Some websites still use this status code when blocking, you may want check manually."
https://www.brandonsun.com/,https://www.brandonsun.com/,200,Unblocked,"Some websites still use this status code when blocking, you may want check manually."
https://www.faceplusplus.com/,https://www.faceplusplus.com/,200,Unblocked,"Some websites still use this status code when blocking, you may want check manually."
https://wgntv.com/,https://wgntv.com/,200,Unblocked,"Some websites still use this status code when blocking, you may want check manually."
https://pix11.com/,https://pix11.com/,200,Unblocked,"Some websites still use this status code when blocking, you may want check manually."
https://ktla.com/,https://ktla.com/,200,Unblocked,"Some websites still use this status code when blocking, you may want check manually."
https://phl17.com/,https://phl17.com/,200,Unblocked,"Some websites still use this status code when blocking, you may want check manually."
https://cw33.com/,https://cw33.com/,200,Unblocked,"Some websites still use this status code when blocking, you may want check manually."
https://q13fox.com/,https://q13fox.com/,200,Unblocked,"Some websites still use this status code when blocking, you may want check manually."
http://sflcw.com/,http://sflcw.com/,200,Unblocked,"Some websites still use this status code when blocking, you may want check manually."
https://kdvr.com/,https://kdvr.com/,200,Unblocked,"Some websites still use this status code when blocking, you may want check manually."
https://fox8.com/,https://fox8.com/,200,Unblocked,"Some websites still use this status code when blocking, you may want check manually."
https://fox40.com/,https://fox40.com/,200,Unblocked,"Some websites still use this status code when blocking, you may want check manually."
https://fox5sandiego.com/,https://fox5sandiego.com/,200,Unblocked,"Some websites still use this status code when blocking, you may want check manually."
https://kplr11.com/,https://kplr11.com/,200,Unblocked,"Some websites still use this status code when blocking, you may want check manually."
https://fox2now.com/,https://fox2now.com/,200,Unblocked,"Some websites still use this status code when blocking, you may want check manually."
http://portlandscw.com/,http://portlandscw.com/,200,Unblocked,"Some websites still use this status code when blocking, you may want check manually."
https://fox59.com/,https://fox59.com/,200,Unblocked,"Some websites still use this status code when blocking, you may want check manually."
https://cbs4indy.com/,https://cbs4indy.com/,200,Unblocked,"Some websites still use this status code when blocking, you may want check manually."
https://fox61.com/,https://fox61.com/,200,Unblocked,"Some websites still use this status code when blocking, you may want check manually."
https://fox4kc.com/,https://fox4kc.com/,200,Unblocked,"Some websites still use this status code when blocking, you may want check manually."
https://fox13now.com/,https://fox13now.com/,200,Unblocked,"Some websites still use this status code when blocking, you may want check manually."
https://fox6now.com/,https://fox6now.com/,200,Unblocked,"Some websites still use this status code when blocking, you may want check manually."
https://fox17online.com/,https://fox17online.com/,200,Unblocked,"Some websites still use this status code when blocking, you may want check manually."
https://kfor.com/,https://kfor.com/,200,Unblocked,"Some websites still use this status code when blocking, you may want check manually."
https://fox43.com/,https://fox43.com/,200,Unblocked,"Some websites still use this status code when blocking, you may want check manually."
https://wtkr.com/,https://wtkr.com/,200,Unblocked,"Some websites still use this status code when blocking, you may want check manually."
https://myfox8.com/,https://myfox8.com/,200,Unblocked,"Some websites still use this status code when blocking, you may want check manually."
https://wreg.com/,https://wreg.com/,200,Unblocked,"Some websites still use this status code when blocking, you may want check manually."
https://wgno.com/,https://wgno.com/,200,Unblocked,"Some websites still use this status code when blocking, you may want check manually."
https://wnep.com/,https://wnep.com/,200,Unblocked,"Some websites still use this status code when blocking, you may want check manually."
https://wtvr.com/,https://wtvr.com/,200,Unblocked,"Some websites still use this status code when blocking, you may want check manually."
https://whotv.com/,https://whotv.com/,200,Unblocked,"Some websites still use this status code when blocking, you may want check manually."
https://whnt.com/,https://whnt.com/,200,Unblocked,"Some websites still use this status code when blocking, you may want check manually."
https://wqad.com/,https://wqad.com/,200,Unblocked,"Some websites still use this status code when blocking, you may want check manually."
https://5newsonline.com/,https://5newsonline.com/,200,Unblocked,"Some websites still use this status code when blocking, you may want check manually."
https://wgnradio.com/,https://wgnradio.com/,200,Unblocked,"Some websites still use this status code when blocking, you may want check manually."
https://cltv.com/,https://cltv.com/,200,Unblocked,"Some websites still use this status code when blocking, you may want check manually."
https://cw39.com/,https://cw39.com/,200,Unblocked,"Some websites still use this status code when blocking, you may want check manually."
https://dcw50.com/,https://dcw50.com/,200,Unblocked,"Some websites still use this status code when blocking, you may want check manually."
https://www.wgem.com/,https://www.wgem.com/,200,Unblocked,"Some websites still use this status code when blocking, you may want check manually."
http://www.news9.com/,http://www.news9.com/,200,Unblocked,"Some websites still use this status code when blocking, you may want check manually."
http://www.newson6.com/,http://www.newson6.com/,200,Unblocked,"Some websites still use this status code when blocking, you may want check manually."
http://www.tulsacw.com/,http://www.tulsacw.com/,200,Unblocked,"Some websites still use this status code when blocking, you may want check manually."
https://www.kcci.com/,https://www.kcci.com/,200,Unblocked,"Some websites still use this status code when blocking, you may want check manually."
